,Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,Squad,League
664,Iñigo Martínez,es ESP,DF,33.0,27.7,0,13,2,15.4,0.47,0.07,0.0,0.0,13.5,0,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches,Barcelona,La-Liga
665,Alejandro Balde,es ESP,DF,20.0,25.4,0,12,3,25.0,0.47,0.12,0.0,0.0,22.0,0,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches,Barcelona,La-Liga
666,Marc Casado,es ESP,MF,20.0,17.9,1,14,1,7.1,0.78,0.06,0.07,1.0,22.4,0,0,0,1.1,1.1,0.08,-0.1,-0.1,Matches,Barcelona,La-Liga
667,Iñaki Peña,es ESP,GK,25.0,15.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,Barcelona,La-Liga
668,Wojciech Szczęsny,pl POL,GK,34.0,15.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,Barcelona,La-Liga
669,Eric García,es ESP,"DF,MF",23.0,17.4,2,14,8,57.1,0.8,0.46,0.14,0.25,10.7,0,0,0,2.3,2.3,0.17,-0.3,-0.3,Matches,Barcelona,La-Liga
670,Gavi,es ESP,"MF,FW",19.0,12.1,1,11,1,9.1,0.91,0.08,0.09,1.0,15.3,0,0,0,0.9,0.9,0.08,0.1,0.1,Matches,Barcelona,La-Liga
671,Dani Olmo,es ESP,"MF,FW",26.0,13.5,10,40,15,37.5,2.97,1.11,0.2,0.53,18.1,1,2,2,6.5,4.9,0.12,3.5,3.1,Matches,Barcelona,La-Liga
672,Fermin López,es ESP,"MF,FW",21.0,13.9,6,41,15,36.6,2.95,1.08,0.15,0.4,18.0,0,0,0,5.6,5.6,0.14,0.4,0.4,Matches,Barcelona,La-Liga
673,Ferrán Torres,es ESP,"FW,MF",24.0,12.3,10,48,22,45.8,3.91,1.79,0.21,0.45,14.6,2,0,0,8.0,8.0,0.17,2.0,2.0,Matches,Barcelona,La-Liga
674,Gerard Martín,es ESP,DF,22.0,11.5,1,7,2,28.6,0.61,0.17,0.14,0.5,16.6,0,0,0,0.5,0.5,0.07,0.5,0.5,Matches,Barcelona,La-Liga
675,Ronald Araújo,uy URU,DF,25.0,8.4,1,4,2,50.0,0.48,0.24,0.25,0.5,11.8,0,0,0,1.0,1.0,0.24,0.0,0.0,Matches,Barcelona,La-Liga
676,Frenkie de Jong,nl NED,MF,27.0,12.7,2,5,3,60.0,0.39,0.24,0.4,0.67,17.0,0,0,0,0.7,0.7,0.13,1.3,1.3,Matches,Barcelona,La-Liga
677,Marc-André ter Stegen,de GER,GK,32.0,7.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,Barcelona,La-Liga
678,Héctor Fort,es ESP,DF,17.0,6.5,0,6,0,0.0,0.92,0.0,0.0,,19.8,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,Barcelona,La-Liga
679,Pablo Torre,es ESP,"MF,FW",21.0,3.4,3,6,4,66.7,1.74,1.16,0.5,0.75,23.5,1,0,0,0.4,0.4,0.06,2.6,2.6,Matches,Barcelona,La-Liga
680,Marc Bernal,es ESP,MF,17.0,2.7,0,2,1,50.0,0.74,0.37,0.0,0.0,26.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,Barcelona,La-Liga
681,Ansu Fati,es ESP,FW,21.0,2.6,0,12,5,41.7,4.64,1.93,0.0,0.0,17.1,0,0,0,1.0,1.0,0.08,-1.0,-1.0,Matches,Barcelona,La-Liga
682,Pau Victor,es ESP,FW,22.0,3.5,2,14,8,57.1,3.95,2.26,0.14,0.25,15.2,0,0,0,3.0,3.0,0.22,-1.0,-1.0,Matches,Barcelona,La-Liga
683,Andreas Christensen,dk DEN,DF,28.0,2.8,0,1,0,0.0,0.35,0.0,0.0,,12.3,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,Barcelona,La-Liga
684,Sergi Dominguez,es ESP,DF,19.0,1.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,Barcelona,La-Liga
685,Daniel Rodriguez,es ESP,FW,18.0,0.4,0,2,0,0.0,4.86,0.0,0.0,,22.2,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches,Barcelona,La-Liga
686,Diego Llorente,es ESP,DF,30.0,28.0,2,11,4,36.4,0.39,0.14,0.18,0.5,11.3,0,0,0,1.5,1.5,0.14,0.5,0.5,Matches,Real-Betis,La-Liga
687,Johnny Cardoso,us USA,MF,22.0,23.8,3,19,7,36.8,0.8,0.29,0.16,0.43,14.9,0,0,0,2.0,2.0,0.11,1.0,1.0,Matches,Real-Betis,La-Liga
688,Natan,br BRA,DF,23.0,24.2,1,9,4,44.4,0.37,0.17,0.11,0.25,13.9,0,0,0,0.3,0.3,0.04,0.7,0.7,Matches,Real-Betis,La-Liga
689,Marc Bartra,es ESP,DF,33.0,23.3,2,18,5,27.8,0.77,0.21,0.11,0.4,20.8,1,0,0,1.2,1.2,0.07,0.8,0.8,Matches,Real-Betis,La-Liga
690,Abde Ezzalzouli,ma MAR,"FW,MF",22.0,22.0,2,61,25,41.0,2.77,1.13,0.03,0.08,15.6,1,0,1,8.0,7.2,0.12,-6.0,-5.2,Matches,Real-Betis,La-Liga
691,Romain Perraud,fr FRA,DF,26.0,22.2,2,20,5,25.0,0.9,0.22,0.1,0.4,21.7,0,0,0,0.6,0.6,0.03,1.4,1.4,Matches,Real-Betis,La-Liga
692,Sergi Altimira,es ESP,MF,22.0,21.9,0,21,4,19.0,0.96,0.18,0.0,0.0,21.2,0,0,0,1.7,1.6,0.08,-1.7,-1.6,Matches,Real-Betis,La-Liga
693,Pablo Fornals,es ESP,"MF,FW",28.0,20.3,2,23,4,17.4,1.13,0.2,0.09,0.5,21.7,0,0,0,1.8,1.8,0.08,0.2,0.2,Matches,Real-Betis,La-Liga
694,Youssouf Sabaly,sn SEN,DF,31.0,17.6,0,5,0,0.0,0.28,0.0,0.0,,20.3,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,Real-Betis,La-Liga
695,Adrián,es ESP,GK,37.0,19.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,Real-Betis,La-Liga
696,Isco,es ESP,MF,32.0,17.2,9,38,9,23.7,2.21,0.52,0.11,0.44,22.0,4,5,6,8.6,3.9,0.1,0.4,0.1,Matches,Real-Betis,La-Liga
697,Giovani Lo Celso,ar ARG,"MF,FW",28.0,16.2,8,31,16,51.6,1.91,0.99,0.19,0.38,22.0,4,2,3,4.8,2.4,0.08,3.2,3.6,Matches,Real-Betis,La-Liga
698,Antony,br BRA,FW,24.0,15.1,5,43,17,39.5,2.84,1.12,0.12,0.29,19.9,1,0,0,2.9,2.9,0.07,2.1,2.1,Matches,Real-Betis,La-Liga
699,Rui Silva,pt POR,GK,30.0,15.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,Real-Betis,La-Liga
700,Ricardo Rodríguez,ch SUI,DF,31.0,14.2,0,5,1,20.0,0.35,0.07,0.0,0.0,26.3,2,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,Real-Betis,La-Liga
701,Jesus Rodríguez,es ESP,FW,18.0,12.3,2,23,8,34.8,1.86,0.65,0.09,0.25,17.9,0,0,0,2.3,2.3,0.1,-0.3,-0.3,Matches,Real-Betis,La-Liga
702,Vitor Roque,br BRA,FW,19.0,13.7,4,41,18,43.9,2.99,1.31,0.1,0.22,14.5,0,0,0,6.1,6.1,0.15,-2.1,-2.1,Matches,Real-Betis,La-Liga
703,Cucho,co COL,FW,25.0,12.7,5,43,11,25.6,3.4,0.87,0.12,0.45,15.9,0,0,0,3.8,3.8,0.09,1.2,1.2,Matches,Real-Betis,La-Liga
704,Aitor Ruibal,es ESP,"DF,FW",28.0,14.6,1,16,4,25.0,1.1,0.27,0.06,0.25,19.0,0,0,0,0.9,0.9,0.06,0.1,0.1,Matches,Real-Betis,La-Liga
705,Marc Roca,es ESP,MF,27.0,10.1,2,12,4,33.3,1.19,0.4,0.17,0.5,16.9,1,0,0,1.1,1.1,0.09,0.9,0.9,Matches,Real-Betis,La-Liga
706,Cédric Bakambu,cd COD,FW,33.0,7.9,2,24,11,45.8,3.04,1.39,0.08,0.18,13.7,0,0,0,3.2,3.2,0.13,-1.2,-1.2,Matches,Real-Betis,La-Liga
707,Ezequiel Ávila,ar ARG,FW,30.0,7.5,2,20,10,50.0,2.66,1.33,0.1,0.2,17.9,0,0,0,1.5,1.5,0.08,0.5,0.5,Matches,Real-Betis,La-Liga
708,Héctor Bellerín,es ESP,DF,29.0,6.4,0,1,1,100.0,0.16,0.16,0.0,0.0,14.6,0,0,0,0.2,0.2,0.2,-0.2,-0.2,Matches,Real-Betis,La-Liga
709,William Carvalho,pt POR,MF,32.0,5.4,0,4,1,25.0,0.74,0.19,0.0,0.0,16.7,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches,Real-Betis,La-Liga
710,Fran Vieites,es ESP,GK,25.0,4.0,0,1,1,100.0,0.25,0.25,0.0,0.0,13.0,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches,Real-Betis,La-Liga
711,Ángel Ortíz,es ESP,DF,20.0,3.9,0,2,0,0.0,0.51,0.0,0.0,,23.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,Real-Betis,La-Liga
712,Iker Losada,es ESP,"MF,FW",22.0,3.7,0,5,1,20.0,1.34,0.27,0.0,0.0,18.5,0,0,0,0.5,0.5,0.1,-0.5,-0.5,Matches,Real-Betis,La-Liga
713,Assane Diao,sn SEN,FW,18.0,3.1,1,7,1,14.3,2.27,0.32,0.14,1.0,14.4,0,0,0,0.8,0.8,0.11,0.2,0.2,Matches,Real-Betis,La-Liga
714,Juanmi,es ESP,"FW,MF",31.0,2.7,0,6,1,16.7,2.21,0.37,0.0,0.0,14.1,0,0,0,0.7,0.7,0.11,-0.7,-0.7,Matches,Real-Betis,La-Liga
715,Nabil Fekir,fr FRA,MF,31.0,2.0,0,7,1,14.3,3.5,0.5,0.0,0.0,23.5,0,0,0,0.7,0.7,0.1,-0.7,-0.7,Matches,Real-Betis,La-Liga
716,Carlos Guirao,es ESP,MF,21.0,1.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,Real-Betis,La-Liga
717,Mateo Flores,es ESP,MF,20.0,1.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,Real-Betis,La-Liga
718,Rodri,es ESP,FW,24.0,1.3,0,2,2,100.0,1.53,1.53,0.0,0.0,22.6,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches,Real-Betis,La-Liga
719,Nobel Mendy,fr FRA,DF,19.0,1.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,Real-Betis,La-Liga
720,Sergio Arribas,es ESP,DF,21.0,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,Real-Betis,La-Liga
721,Pablo Garcia,es ESP,FW,17.0,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,Real-Betis,La-Liga
722,Vicente Guaita,es ESP,GK,37.0,34.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,Celta-Vigo,La-Liga
723,Óscar Mingueza,es ESP,"MF,DF",25.0,30.3,4,33,10,30.3,1.09,0.33,0.12,0.4,23.3,8,0,0,1.5,1.5,0.04,2.5,2.5,Matches,Celta-Vigo,La-Liga
724,Marcos Alonso,es ESP,DF,33.0,29.4,3,31,10,32.3,1.05,0.34,0.0,0.0,20.3,7,3,3,4.0,1.6,0.05,-1.0,-1.6,Matches,Celta-Vigo,La-Liga
725,Fran Beltrán,es ESP,MF,25.0,26.9,2,23,4,17.4,0.86,0.15,0.09,0.5,23.1,0,0,0,1.0,1.0,0.04,1.0,1.0,Matches,Celta-Vigo,La-Liga
726,Javi Rodríguez,es ESP,DF,21.0,27.9,3,12,5,41.7,0.43,0.18,0.25,0.6,10.8,0,0,0,2.3,2.3,0.2,0.7,0.7,Matches,Celta-Vigo,La-Liga
727,Carl Starfelt,se SWE,DF,29.0,25.2,1,5,1,20.0,0.2,0.04,0.2,1.0,11.6,0,0,0,0.5,0.5,0.1,0.5,0.5,Matches,Celta-Vigo,La-Liga
728,Borja Iglesias,es ESP,FW,31.0,21.7,11,46,28,60.9,2.12,1.29,0.24,0.39,13.4,0,0,0,9.3,9.3,0.2,1.7,1.7,Matches,Celta-Vigo,La-Liga
729,Ilaix Moriba,gn GUI,MF,21.0,23.7,1,34,11,32.4,1.44,0.46,0.03,0.09,23.7,0,0,0,1.7,1.7,0.05,-0.7,-0.7,Matches,Celta-Vigo,La-Liga
730,Iago Aspas,es ESP,"FW,MF",36.0,19.4,10,46,18,39.1,2.37,0.93,0.11,0.28,21.3,3,5,6,8.7,4.0,0.09,1.3,1.0,Matches,Celta-Vigo,La-Liga
731,Sergio Carreira,es ESP,"MF,DF",23.0,18.4,0,13,3,23.1,0.71,0.16,0.0,0.0,15.6,0,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches,Celta-Vigo,La-Liga
732,Hugo Álvarez,es ESP,"MF,DF",21.0,17.5,4,25,9,36.0,1.43,0.52,0.16,0.44,16.2,1,0,0,2.5,2.5,0.1,1.5,1.5,Matches,Celta-Vigo,La-Liga
733,Pablo Durán,es ESP,"FW,MF",23.0,15.5,4,26,9,34.6,1.68,0.58,0.15,0.44,14.8,0,0,0,3.6,3.6,0.14,0.4,0.4,Matches,Celta-Vigo,La-Liga
734,Williot Swedberg,se SWE,"FW,MF",20.0,15.0,4,32,15,46.9,2.14,1.0,0.13,0.27,14.7,0,0,0,5.2,5.2,0.17,-1.2,-1.2,Matches,Celta-Vigo,La-Liga
735,Hugo Sotelo,es ESP,MF,20.0,13.9,0,4,0,0.0,0.29,0.0,0.0,,20.6,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,Celta-Vigo,La-Liga
736,Alfon,es ESP,"FW,MF",25.0,15.2,5,46,19,41.3,3.02,1.25,0.11,0.26,17.3,0,0,0,4.6,4.6,0.1,0.4,0.4,Matches,Celta-Vigo,La-Liga
737,Carlos Dominguez,es ESP,DF,23.0,13.1,0,3,1,33.3,0.23,0.08,0.0,0.0,8.5,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches,Celta-Vigo,La-Liga
738,Damián Rodríguez,es ESP,MF,21.0,10.3,0,4,0,0.0,0.39,0.0,0.0,,27.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,Celta-Vigo,La-Liga
739,Jonathan Bamba,ci CIV,"FW,MF",28.0,9.0,0,13,6,46.2,1.44,0.67,0.0,0.0,18.4,0,0,0,0.8,0.8,0.06,-0.8,-0.8,Matches,Celta-Vigo,La-Liga
740,Fer López,,"FW,MF",,7.5,2,20,5,25.0,2.68,0.67,0.1,0.4,15.7,0,0,0,2.7,2.7,0.14,-0.7,-0.7,Matches,Celta-Vigo,La-Liga
741,Yoel Lago,es ESP,DF,20.0,6.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,Celta-Vigo,La-Liga
742,Javier Manquillo,es ESP,DF,30.0,5.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,Celta-Vigo,La-Liga
743,Anastasios Douvikas,gr GRE,FW,24.0,7.8,3,17,9,52.9,2.19,1.16,0.18,0.33,11.1,0,0,0,4.4,4.4,0.26,-1.4,-1.4,Matches,Celta-Vigo,La-Liga
744,Jailson Siqueira,br BRA,"DF,MF",28.0,6.8,0,4,2,50.0,0.59,0.29,0.0,0.0,16.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,Celta-Vigo,La-Liga
745,Mihailo Ristić,rs SRB,"DF,MF",28.0,4.8,0,2,0,0.0,0.42,0.0,0.0,,26.1,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches,Celta-Vigo,La-Liga
746,Iván Villar,es ESP,GK,27.0,4.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,Celta-Vigo,La-Liga
747,Iker Losada,es ESP,"FW,MF",22.0,4.0,1,3,2,66.7,0.75,0.5,0.33,0.5,11.7,0,0,0,1.1,1.1,0.38,-0.1,-0.1,Matches,Celta-Vigo,La-Liga
748,Franco Cervi,ar ARG,"FW,MF",30.0,3.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,Celta-Vigo,La-Liga
749,Luca de la Torre,us USA,MF,26.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,Celta-Vigo,La-Liga
750,Joseph Aidoo,gh GHA,DF,28.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,Celta-Vigo,La-Liga
751,Tadeo Allende,ar ARG,FW,25.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,Celta-Vigo,La-Liga
752,Joan García,es ESP,GK,23.0,38.0,0,1,1,100.0,0.03,0.03,0.0,0.0,10.5,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches,Espanyol,La-Liga
753,Omar El Hilali,ma MAR,DF,20.0,35.0,0,2,0,0.0,0.06,0.0,0.0,,30.9,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches,Espanyol,La-Liga
754,Javi Puado,es ESP,"FW,MF",26.0,33.0,12,66,19,28.8,2.0,0.57,0.11,0.37,20.7,0,5,5,11.6,7.7,0.12,0.4,-0.7,Matches,Espanyol,La-Liga
755,Marash Kumbulla,al ALB,DF,24.0,33.0,3,16,5,31.3,0.48,0.15,0.19,0.6,11.4,0,0,0,1.8,1.8,0.11,1.2,1.2,Matches,Espanyol,La-Liga
756,Leandro Cabrera,uy URU,DF,33.0,31.9,4,19,6,31.6,0.6,0.19,0.21,0.67,12.2,0,0,0,1.1,1.1,0.06,2.9,2.9,Matches,Espanyol,La-Liga
757,Alex Král,cz CZE,MF,26.0,30.2,0,21,2,9.5,0.7,0.07,0.0,0.0,16.0,0,0,0,1.5,1.5,0.07,-1.5,-1.5,Matches,Espanyol,La-Liga
758,Carlos Romero,es ESP,DF,22.0,28.4,2,29,6,20.7,1.02,0.21,0.07,0.33,20.8,1,0,0,2.0,2.0,0.07,0.0,0.0,Matches,Espanyol,La-Liga
759,Pol Lozano,es ESP,MF,24.0,21.6,0,8,2,25.0,0.37,0.09,0.0,0.0,29.7,0,0,0,0.2,0.2,0.02,-0.2,-0.2,Matches,Espanyol,La-Liga
760,Jofre,es ESP,"MF,FW",23.0,24.1,3,40,10,25.0,1.66,0.42,0.08,0.3,19.5,0,0,0,2.5,2.5,0.06,0.5,0.5,Matches,Espanyol,La-Liga
761,Roberto Férnandez,es ESP,FW,22.0,16.6,6,21,9,42.9,1.26,0.54,0.29,0.67,14.0,0,0,0,3.6,3.6,0.17,2.4,2.4,Matches,Espanyol,La-Liga
762,Urko González,es ESP,MF,23.0,15.3,0,4,2,50.0,0.26,0.13,0.0,0.0,15.8,0,0,0,0.5,0.5,0.14,-0.5,-0.5,Matches,Espanyol,La-Liga
763,Álvaro Tejero,es ESP,"MF,DF",28.0,13.8,1,17,4,23.5,1.24,0.29,0.06,0.25,26.1,6,0,0,0.6,0.6,0.04,0.4,0.4,Matches,Espanyol,La-Liga
764,Antoniu,es ESP,"FW,MF",21.0,11.4,0,10,4,40.0,0.88,0.35,0.0,0.0,19.7,0,0,0,0.9,0.9,0.09,-0.9,-0.9,Matches,Espanyol,La-Liga
765,Edu Expósito,es ESP,MF,27.0,11.6,0,18,6,33.3,1.55,0.52,0.0,0.0,22.2,3,0,0,1.0,1.0,0.06,-1.0,-1.0,Matches,Espanyol,La-Liga
766,Brian Oliván,es ESP,DF,30.0,11.3,0,6,1,16.7,0.53,0.09,0.0,0.0,23.8,2,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches,Espanyol,La-Liga
767,Alejo Véliz,ar ARG,FW,20.0,12.5,1,19,6,31.6,1.52,0.48,0.05,0.17,10.7,0,0,0,2.3,2.3,0.12,-1.3,-1.3,Matches,Espanyol,La-Liga
768,José Gragera,es ESP,MF,23.0,6.3,0,2,0,0.0,0.32,0.0,0.0,,20.3,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,Espanyol,La-Liga
769,Fernando Calero,es ESP,"DF,MF",28.0,7.9,1,2,1,50.0,0.25,0.13,0.5,1.0,9.1,0,0,0,0.3,0.3,0.14,0.7,0.7,Matches,Espanyol,La-Liga
770,Sergi Gómez,es ESP,DF,32.0,7.4,0,2,1,50.0,0.27,0.14,0.0,0.0,8.7,0,0,0,0.3,0.3,0.15,-0.3,-0.3,Matches,Espanyol,La-Liga
771,Walid Cheddira,ma MAR,FW,26.0,7.1,1,13,4,30.8,1.83,0.56,0.08,0.25,12.7,0,0,0,1.0,1.0,0.08,0.0,0.0,Matches,Espanyol,La-Liga
772,Irvin Cardona,fr FRA,"FW,MF",26.0,6.7,1,10,3,30.0,1.49,0.45,0.1,0.33,17.3,1,0,0,1.1,1.1,0.11,-0.1,-0.1,Matches,Espanyol,La-Liga
773,Álvaro Aguado,es ESP,MF,28.0,4.9,0,10,1,10.0,2.03,0.2,0.0,0.0,23.0,1,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches,Espanyol,La-Liga
774,Justin Smith,ca CAN,MF,21.0,2.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,Espanyol,La-Liga
775,Rafael Bauza,es ESP,MF,19.0,2.0,0,3,0,0.0,1.48,0.0,0.0,,23.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,Espanyol,La-Liga
776,Pere Milla,es ESP,"MF,FW",31.0,5.1,3,11,5,45.5,2.17,0.99,0.27,0.6,15.7,1,0,0,1.5,1.5,0.13,1.5,1.5,Matches,Espanyol,La-Liga
777,Naci Ünüvar,nl NED,"MF,DF",21.0,0.3,0,1,0,0.0,2.9,0.0,0.0,,14.2,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches,Espanyol,La-Liga
778,Roger Hinojo,es ESP,DF,19.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,Espanyol,La-Liga
779,David Soria,es ESP,GK,31.0,38.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,Getafe,La-Liga
780,Omar Alderete,py PAR,DF,27.0,33.0,1,38,10,26.3,1.15,0.3,0.03,0.1,21.9,7,0,0,1.7,1.7,0.04,-0.7,-0.7,Matches,Getafe,La-Liga
781,Iglesias,es ESP,DF,26.0,32.1,0,21,3,14.3,0.65,0.09,0.0,0.0,25.7,0,0,0,1.6,1.6,0.08,-1.6,-1.6,Matches,Getafe,La-Liga
782,Luis Milla,es ESP,MF,29.0,31.9,1,31,7,22.6,0.97,0.22,0.0,0.0,25.3,4,1,1,1.8,1.0,0.03,-0.8,-1.0,Matches,Getafe,La-Liga
783,Diego Rico,es ESP,DF,31.0,31.3,0,16,3,18.8,0.51,0.1,0.0,0.0,31.1,1,0,0,0.4,0.4,0.02,-0.4,-0.4,Matches,Getafe,La-Liga
784,Mauro Arambarri,uy URU,MF,28.0,29.6,10,53,16,30.2,1.79,0.54,0.13,0.44,18.2,1,3,3,8.2,5.8,0.11,1.8,1.2,Matches,Getafe,La-Liga
785,Djené,tg TOG,"DF,MF",32.0,28.3,0,6,0,0.0,0.21,0.0,0.0,,17.6,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches,Getafe,La-Liga
786,Christantus Uche,ng NGA,"FW,MF",21.0,27.6,4,50,14,28.0,1.81,0.51,0.08,0.29,17.1,0,0,0,3.8,3.8,0.08,0.2,0.2,Matches,Getafe,La-Liga
787,Domingos Duarte,pt POR,DF,29.0,20.7,1,3,1,33.3,0.15,0.05,0.33,1.0,13.0,0,0,0,0.2,0.2,0.07,0.8,0.8,Matches,Getafe,La-Liga
788,Carles Pérez,es ESP,"MF,FW",26.0,15.9,3,34,9,26.5,2.14,0.57,0.09,0.33,21.1,1,0,0,2.4,2.4,0.07,0.6,0.6,Matches,Getafe,La-Liga
789,Ramón Terrats,es ESP,"MF,FW",23.0,13.5,4,19,8,42.1,1.4,0.59,0.21,0.5,21.6,1,0,0,2.2,2.2,0.11,1.8,1.8,Matches,Getafe,La-Liga
790,Bertuğ Yıldırım,tr TUR,FW,22.0,12.0,1,19,7,36.8,1.58,0.58,0.05,0.14,11.4,0,0,0,2.5,2.5,0.13,-1.5,-1.5,Matches,Getafe,La-Liga
791,Alex Sola,es ESP,"MF,FW",25.0,11.4,0,15,2,13.3,1.31,0.17,0.0,0.0,18.6,0,0,0,1.0,1.0,0.06,-1.0,-1.0,Matches,Getafe,La-Liga
792,Coba da Costa,es ESP,"MF,FW",22.0,11.2,1,23,8,34.8,2.06,0.72,0.04,0.13,18.3,0,0,0,1.1,1.1,0.05,-0.1,-0.1,Matches,Getafe,La-Liga
793,Juan Berrocal,es ESP,DF,25.0,11.8,0,4,0,0.0,0.34,0.0,0.0,,11.0,0,0,0,0.4,0.4,0.09,-0.4,-0.4,Matches,Getafe,La-Liga
794,Allan Nyom,cm CMR,"DF,MF",36.0,9.9,1,9,4,44.4,0.91,0.41,0.11,0.25,16.4,0,0,0,0.5,0.5,0.06,0.5,0.5,Matches,Getafe,La-Liga
795,Juan Bernat,es ESP,"MF,DF",31.0,7.8,0,4,0,0.0,0.52,0.0,0.0,,22.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,Getafe,La-Liga
796,Juanmi,es ESP,"FW,MF",31.0,7.7,0,13,6,46.2,1.68,0.78,0.0,0.0,12.8,0,0,0,2.9,2.9,0.22,-2.9,-2.9,Matches,Getafe,La-Liga
797,Borja Mayoral,es ESP,FW,27.0,12.4,5,19,8,42.1,1.54,0.65,0.21,0.5,13.9,0,1,1,3.4,2.6,0.14,1.6,1.4,Matches,Getafe,La-Liga
798,Álvaro Rodríguez,uy URU,FW,20.0,9.5,2,25,10,40.0,2.64,1.06,0.08,0.2,16.8,0,0,0,1.2,1.2,0.05,0.8,0.8,Matches,Getafe,La-Liga
799,Carles Aleñá,es ESP,"MF,FW",26.0,5.0,0,5,1,20.0,1.0,0.2,0.0,0.0,13.7,0,0,0,0.9,0.9,0.18,-0.9,-0.9,Matches,Getafe,La-Liga
800,Yellu Santiago,es ESP,MF,20.0,4.1,0,1,0,0.0,0.24,0.0,0.0,,22.9,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,Getafe,La-Liga
801,Nabil Aberdin,fr FRA,MF,21.0,2.9,0,2,0,0.0,0.68,0.0,0.0,,31.2,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,Getafe,La-Liga
802,Peter González,do DOM,"MF,FW",22.0,5.3,0,12,4,33.3,2.26,0.75,0.0,0.0,19.9,2,0,0,1.3,1.3,0.1,-1.3,-1.3,Matches,Getafe,La-Liga
803,Abdoulaye Keita,es ESP,"FW,MF",21.0,1.1,0,2,0,0.0,1.89,0.0,0.0,,25.8,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,Getafe,La-Liga
