,Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches,Squad,League
1525,Tete Morente,es ESP,"FW,MF",27.0,22.5,61,2.72,50,1,4,3,2,1,4,0.18,2,1,1,0,0,0,Matches,Lecce,Serie-A
1526,Santiago Pierotti,ar ARG,FW,23.0,21.0,49,2.33,33,0,6,6,3,1,2,0.09,2,0,0,0,0,0,Matches,Lecce,Serie-A
1527,Patrick Dorgu,dk DEN,"DF,FW",19.0,20.4,58,2.84,38,2,4,4,9,1,7,0.34,5,0,0,1,1,0,Matches,Lecce,Serie-A
1528,Balthazar Pierret,fr FRA,MF,24.0,19.1,39,2.04,33,0,0,1,2,3,0,0.0,0,0,0,0,0,0,Matches,Lecce,Serie-A
1529,Ylber Ramadani,al ALB,MF,28.0,19.3,35,1.82,33,0,0,1,0,1,4,0.21,4,0,0,0,0,0,Matches,Lecce,Serie-A
1530,Gaby Jean,fr FRA,DF,24.0,15.4,4,0.26,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Lecce,Serie-A
1531,Hamza Rafia,tn TUN,MF,25.0,11.8,36,3.06,24,7,1,0,1,3,0,0.0,0,0,0,0,0,0,Matches,Lecce,Serie-A
1532,Þórir Jóhann Helgason,is ISL,MF,23.0,12.5,38,3.04,24,9,0,2,3,0,7,0.56,5,2,0,0,0,0,Matches,Lecce,Serie-A
1533,Ante Rebić,hr CRO,"FW,MF",30.0,8.8,30,3.43,16,6,3,0,5,0,1,0.11,0,0,0,0,1,0,Matches,Lecce,Serie-A
1534,Medon Berisha,al ALB,MF,20.0,7.3,27,3.69,17,5,1,2,1,1,2,0.27,2,0,0,0,0,0,Matches,Lecce,Serie-A
1535,Lameck Banda,zm ZAM,"FW,MF",23.0,6.8,23,3.39,15,1,3,1,3,0,1,0.15,1,0,0,0,0,0,Matches,Lecce,Serie-A
1536,Jesper Karlsson,se SWE,FW,26.0,4.9,14,2.88,10,4,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Lecce,Serie-A
1537,Remi Oudin,fr FRA,"MF,FW",27.0,3.3,14,4.23,8,4,0,2,0,0,1,0.3,1,0,0,0,0,0,Matches,Lecce,Serie-A
1538,Mohamed Kaba,fr FRA,MF,22.0,4.7,10,2.14,8,0,0,1,1,0,0,0.0,0,0,0,0,0,0,Matches,Lecce,Serie-A
1539,Danilo Veiga,pt POR,DF,21.0,4.0,14,3.55,8,0,2,2,2,0,1,0.25,0,0,0,1,0,0,Matches,Lecce,Serie-A
1540,Konan N'dri,ci CIV,"FW,MF",23.0,3.4,13,3.84,5,0,3,1,3,1,0,0.0,0,0,0,0,0,0,Matches,Lecce,Serie-A
1541,Valentin Gendrey,fr FRA,DF,24.0,2.0,3,1.5,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Lecce,Serie-A
1542,Andy Pelmard,fr FRA,DF,24.0,1.4,1,0.7,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Lecce,Serie-A
1543,Tiago Gabriel,pt POR,DF,19.0,1.1,1,0.94,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Lecce,Serie-A
1544,Marco Sala,it ITA,DF,25.0,0.8,1,1.25,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Lecce,Serie-A
1545,Kevin Bonifazi,it ITA,DF,28.0,0.7,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Lecce,Serie-A
1546,Nicola Sansone,it ITA,"MF,FW",32.0,0.7,5,6.92,3,1,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches,Lecce,Serie-A
1547,Rareș-Cătălin Burnete,ro ROU,FW,20.0,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Lecce,Serie-A
1548,Filip Marchwiński,pl POL,MF,22.0,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Lecce,Serie-A
1549,Mike Maignan,fr FRA,GK,29.0,36.6,6,0.16,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Milan,Serie-A
1550,Tijjani Reijnders,nl NED,MF,26.0,34.8,117,3.37,77,15,13,8,3,1,10,0.29,5,2,1,2,0,0,Matches,Milan,Serie-A
1551,Theo Hernández,fr FRA,DF,26.0,30.0,107,3.57,66,22,6,8,4,1,12,0.4,8,1,0,1,1,1,Matches,Milan,Serie-A
1552,Youssouf Fofana,fr FRA,MF,25.0,27.8,62,2.23,57,0,0,0,0,5,6,0.22,6,0,0,0,0,0,Matches,Milan,Serie-A
1553,Christian Pulisic,us USA,"FW,MF",25.0,27.5,125,4.54,86,17,6,8,5,3,14,0.51,6,3,0,3,1,1,Matches,Milan,Serie-A
1554,Rafael Leão,pt POR,FW,25.0,25.8,113,4.38,78,1,16,11,6,1,16,0.62,10,0,3,1,2,0,Matches,Milan,Serie-A
1555,Matteo Gabbia,it ITA,DF,24.0,23.9,22,0.92,16,3,0,1,1,1,3,0.13,1,0,0,1,0,1,Matches,Milan,Serie-A
1556,Strahinja Pavlović,rs SRB,DF,23.0,20.7,29,1.4,24,0,0,2,3,0,3,0.14,1,0,0,1,1,0,Matches,Milan,Serie-A
1557,Malick Thiaw,de GER,DF,22.0,20.1,21,1.05,19,0,0,2,0,0,1,0.05,1,0,0,0,0,0,Matches,Milan,Serie-A
1558,Fikayo Tomori,eng ENG,DF,26.0,17.7,22,1.24,18,0,0,0,0,4,3,0.17,3,0,0,0,0,0,Matches,Milan,Serie-A
1559,Yunus Musah,us USA,"MF,FW",21.0,17.5,45,2.58,34,1,5,3,1,1,4,0.23,4,0,0,0,0,0,Matches,Milan,Serie-A
1560,Emerson,br BRA,DF,25.0,15.3,33,2.16,29,0,0,2,2,0,1,0.07,1,0,0,0,0,0,Matches,Milan,Serie-A
1561,Alejandro Jiménez,es ESP,"DF,FW",19.0,14.1,34,2.42,26,0,3,2,3,0,4,0.28,3,0,0,1,0,0,Matches,Milan,Serie-A
1562,Álvaro Morata,es ESP,"FW,MF",31.0,12.2,21,1.72,16,0,1,1,2,1,3,0.25,2,0,0,1,0,0,Matches,Milan,Serie-A
1563,Tammy Abraham,eng ENG,FW,26.0,13.1,33,2.51,28,0,0,4,1,0,9,0.68,7,0,0,1,1,0,Matches,Milan,Serie-A
1564,Ruben Loftus-Cheek,eng ENG,MF,28.0,11.5,34,2.95,27,0,3,1,3,0,2,0.17,1,0,0,0,1,0,Matches,Milan,Serie-A
1565,Samuel Chukwueze,ng NGA,"FW,MF",25.0,10.3,49,4.77,38,2,6,2,1,0,2,0.19,1,1,0,0,0,0,Matches,Milan,Serie-A
1566,João Félix,pt POR,MF,24.0,8.4,35,4.14,25,1,3,3,3,0,6,0.71,4,0,0,1,1,0,Matches,Milan,Serie-A
1567,Santiago Giménez,mx MEX,FW,23.0,7.4,16,2.15,11,0,4,1,0,0,4,0.54,2,0,2,0,0,0,Matches,Milan,Serie-A
1568,Kyle Walker,eng ENG,DF,34.0,7.3,10,1.37,9,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Milan,Serie-A
1569,Luka Jović,rs SRB,"FW,MF",26.0,6.2,16,2.59,14,0,2,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Milan,Serie-A
1570,Filippo Terracciano,it ITA,"DF,MF",21.0,6.0,4,0.67,3,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Milan,Serie-A
1571,Noah Okafor,ch SUI,FW,24.0,4.6,11,2.39,9,0,2,0,0,0,2,0.43,2,0,0,0,0,0,Matches,Milan,Serie-A
1572,Davide Calabria,it ITA,DF,27.0,3.5,9,2.56,6,1,0,1,1,0,0,0.0,0,0,0,0,0,0,Matches,Milan,Serie-A
1573,Ismaël Bennacer,dz ALG,MF,26.0,3.3,12,3.6,9,2,1,0,0,0,1,0.3,1,0,0,0,0,0,Matches,Milan,Serie-A
1574,Warren Bondo,fr FRA,MF,20.0,1.8,1,0.56,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Milan,Serie-A
1575,Francesco Camarda,it ITA,"FW,MF",16.0,2.3,7,3.04,4,0,0,2,0,1,1,0.43,0,0,0,1,0,0,Matches,Milan,Serie-A
1576,Marco Sportiello,it ITA,GK,32.0,1.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Milan,Serie-A
1577,Riccardo Sottil,it ITA,"FW,MF",25.0,1.4,5,3.6,4,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Milan,Serie-A
1578,Davide Bartesaghi,it ITA,DF,18.0,1.3,2,1.53,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Milan,Serie-A
1579,Alexis Saelemaekers,be BEL,"DF,FW",25.0,1.0,9,9.0,6,3,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Milan,Serie-A
1580,Mattia Liberali,it ITA,MF,17.0,0.7,1,1.48,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Milan,Serie-A
1581,Kevin Zeroli,it ITA,MF,19.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Milan,Serie-A
1582,Alessandro Florenzi,it ITA,FW,33.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Milan,Serie-A
1583,Bob Murphy Omoregbe,it ITA,MF,20.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Milan,Serie-A
1584,Giorgos Kyriakopoulos,gr GRE,DF,28.0,31.6,70,2.21,41,18,3,3,5,0,6,0.19,4,1,1,0,0,0,Matches,Monza,Serie-A
1585,Pedro Pereira,pt POR,DF,26.0,29.6,35,1.18,29,2,3,0,0,1,4,0.13,4,0,0,0,0,0,Matches,Monza,Serie-A
1586,Stefano Turati,it ITA,GK,22.0,29.7,5,0.17,1,4,0,0,0,0,1,0.03,0,1,0,0,0,0,Matches,Monza,Serie-A
1587,Alessandro Bianco,it ITA,MF,21.0,28.9,38,1.32,33,1,0,4,0,0,0,0.0,0,0,0,0,0,0,Matches,Monza,Serie-A
1588,Armando Izzo,it ITA,DF,32.0,27.1,20,0.74,19,1,0,0,0,0,2,0.07,2,0,0,0,0,0,Matches,Monza,Serie-A
1589,Andrea Carboni,it ITA,DF,23.0,24.3,11,0.45,11,0,0,0,0,0,2,0.08,2,0,0,0,0,0,Matches,Monza,Serie-A
1590,Dany Mota,pt POR,"FW,MF",26.0,23.4,55,2.35,41,0,3,4,7,0,3,0.13,3,0,0,0,0,0,Matches,Monza,Serie-A
1591,Pablo Marí,es ESP,DF,30.0,18.1,16,0.88,15,0,0,0,0,1,1,0.06,1,0,0,0,0,0,Matches,Monza,Serie-A
1592,Warren Bondo,fr FRA,MF,20.0,18.0,26,1.45,20,0,2,0,4,0,1,0.06,1,0,0,0,0,0,Matches,Monza,Serie-A
1593,Gianluca Caprari,it ITA,"MF,FW",31.0,18.3,63,3.43,43,13,1,4,1,1,5,0.27,5,0,0,0,0,0,Matches,Monza,Serie-A
1594,Samuele Birindelli,it ITA,"DF,MF",25.0,16.3,35,2.15,30,2,0,2,1,0,2,0.12,1,0,0,1,0,0,Matches,Monza,Serie-A
1595,Daniel Maldini,it ITA,"MF,FW",22.0,14.5,40,2.75,21,3,6,6,4,0,5,0.34,3,0,0,2,0,0,Matches,Monza,Serie-A
1596,Milan Đurić,ba BIH,FW,34.0,14.1,7,0.5,6,0,0,1,0,0,1,0.07,1,0,0,0,0,0,Matches,Monza,Serie-A
1597,Patrick Ciurria,it ITA,"MF,DF",29.0,12.3,26,2.11,20,5,0,1,0,0,2,0.16,1,0,0,1,0,0,Matches,Monza,Serie-A
1598,Danilo D'Ambrosio,it ITA,DF,35.0,12.2,8,0.66,8,0,0,0,0,0,1,0.08,1,0,0,0,0,0,Matches,Monza,Serie-A
1599,Jean-Daniel Akpa-Akpro,ci CIV,MF,31.0,10.7,12,1.12,8,0,1,1,1,1,1,0.09,0,0,0,0,0,1,Matches,Monza,Serie-A
1600,Luca Caldirola,it ITA,DF,33.0,9.7,5,0.51,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Monza,Serie-A
1601,Matteo Pessina,it ITA,MF,27.0,9.5,9,0.95,8,1,0,0,0,0,1,0.11,1,0,0,0,0,0,Matches,Monza,Serie-A
1602,Semuel Pizzignacco,it ITA,GK,22.0,8.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Monza,Serie-A
1603,Keita Baldé,sn SEN,FW,29.0,7.1,21,2.97,14,0,2,3,2,0,0,0.0,0,0,0,0,0,0,Matches,Monza,Serie-A
1604,Gaetano Castrovilli,it ITA,MF,27.0,6.6,15,2.27,9,2,1,2,0,1,2,0.3,0,1,0,1,0,0,Matches,Monza,Serie-A
1605,Kacper Urbanski,pl POL,MF,19.0,5.6,7,1.26,7,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Monza,Serie-A
1606,Tomás Palacios,ar ARG,DF,21.0,5.0,5,1.01,4,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches,Monza,Serie-A
1607,Kevin Zeroli,it ITA,MF,19.0,4.4,2,0.46,0,0,0,2,0,0,1,0.23,0,0,0,1,0,0,Matches,Monza,Serie-A
1608,Silvère Ganvoula M'Boussy,cg CGO,FW,28.0,3.6,4,1.1,2,0,0,1,1,0,0,0.0,0,0,0,0,0,0,Matches,Monza,Serie-A
1609,Samuele Vignato,it ITA,MF,20.0,5.2,7,1.34,7,0,0,0,0,0,1,0.19,1,0,0,0,0,0,Matches,Monza,Serie-A
1610,Stefan Lekovic,rs SRB,DF,20.0,4.1,6,1.47,4,0,1,0,1,0,0,0.0,0,0,0,0,0,0,Matches,Monza,Serie-A
1611,Arvid Brorsson,se SWE,DF,25.0,4.0,1,0.25,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Monza,Serie-A
1612,Andrea Petagna,it ITA,FW,29.0,3.7,2,0.54,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Monza,Serie-A
1613,Stefano Sensi,it ITA,MF,28.0,3.0,15,4.89,13,1,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches,Monza,Serie-A
1614,Omari Forson,eng ENG,"MF,FW",20.0,2.5,14,5.65,10,1,2,0,1,0,0,0.0,0,0,0,0,0,0,Matches,Monza,Serie-A
1615,Kevin Martins,it ITA,"MF,DF",19.0,2.0,2,0.98,2,0,0,0,0,0,1,0.49,1,0,0,0,0,0,Matches,Monza,Serie-A
1616,Mirko Marić,hr CRO,"FW,MF",29.0,1.2,2,1.68,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Monza,Serie-A
1617,Roberto Gagliardini,it ITA,"MF,DF",30.0,2.0,4,2.0,2,1,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches,Monza,Serie-A
1618,Mattia Valoti,it ITA,MF,30.0,0.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Monza,Serie-A
1619,Andrea Mazza,it ITA,GK,20.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Monza,Serie-A
1620,Amir Rrahmani,xk KVX,DF,31-090,37.8,42,1.11,35,2,0,5,0,0,4,0.11,2,1,0,1,0,0,Matches,Napoli,Serie-A
1621,Giovanni Di Lorenzo,it ITA,DF,31-294,37.0,80,2.16,72,4,0,2,1,1,8,0.22,7,0,0,1,0,0,Matches,Napoli,Serie-A
1622,Romelu Lukaku,be BEL,FW,32-012,31.6,76,2.4,63,0,2,9,2,0,16,0.51,15,0,1,0,0,0,Matches,Napoli,Serie-A
1623,Alex Meret,it ITA,GK,28-064,33.4,2,0.06,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Napoli,Serie-A
1624,Matteo Politano,it ITA,"FW,MF",31-295,31.2,105,3.37,73,20,5,4,3,0,10,0.32,8,1,0,0,1,0,Matches,Napoli,Serie-A
1625,Scott McTominay,sct SCO,MF,28-168,32.6,69,2.11,45,0,3,14,5,2,10,0.31,6,0,1,2,1,0,Matches,Napoli,Serie-A
1626,Andre-Frank Zambo Anguissa,cm CMR,MF,29-190,31.7,75,2.37,61,0,5,4,1,4,9,0.28,6,0,2,0,1,0,Matches,Napoli,Serie-A
1627,Stanislav Lobotka,sk SVK,MF,30-181,29.3,54,1.84,47,4,0,2,0,1,6,0.2,5,1,0,0,0,0,Matches,Napoli,Serie-A
1628,Mathías Olivera,uy URU,DF,27-206,26.3,42,1.59,36,0,0,0,3,3,5,0.19,3,0,0,0,1,1,Matches,Napoli,Serie-A
1629,Alessandro Buongiorno,it ITA,DF,25-353,21.4,19,0.89,18,0,0,1,0,0,2,0.09,2,0,0,0,0,0,Matches,Napoli,Serie-A
1630,Leonardo Spinazzola,it ITA,"DF,FW",32-061,16.9,47,2.79,38,4,3,1,1,0,3,0.18,3,0,0,0,0,0,Matches,Napoli,Serie-A
1631,Khvicha Kvaratskhelia,ge GEO,"FW,MF",24-102,13.1,57,4.35,40,10,2,2,3,0,6,0.46,5,0,1,0,0,0,Matches,Napoli,Serie-A
1632,David Neres,br BRA,FW,28-083,14.3,59,4.14,39,7,10,2,1,0,9,0.63,5,1,2,0,1,0,Matches,Napoli,Serie-A
1633,Billy Gilmour,sct SCO,MF,23-348,13.1,40,3.06,29,6,1,2,2,0,4,0.31,4,0,0,0,0,0,Matches,Napoli,Serie-A
1634,Juan Jesus,br BRA,DF,33-349,11.9,9,0.75,9,0,0,0,0,0,1,0.08,1,0,0,0,0,0,Matches,Napoli,Serie-A
1635,Giacomo Raspadori,it ITA,"FW,MF",25-096,12.3,51,4.16,29,12,2,6,2,0,4,0.33,2,0,0,0,2,0,Matches,Napoli,Serie-A
1636,Pasquale Mazzocchi,it ITA,"DF,FW",29-302,7.8,18,2.3,15,0,2,0,1,0,0,0.0,0,0,0,0,0,0,Matches,Napoli,Serie-A
1637,Elia Caprile,it ITA,GK,23-273,3.6,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Napoli,Serie-A
1638,Giovanni Simeone,ar ARG,FW,29-324,4.7,12,2.59,9,0,1,1,1,0,2,0.43,1,0,0,1,0,0,Matches,Napoli,Serie-A
1639,Cyril Ngonge,be BEL,FW,24-364,2.4,12,4.98,4,1,2,4,1,0,0,0.0,0,0,0,0,0,0,Matches,Napoli,Serie-A
1640,Philip Billing,dk DEN,MF,28-348,2.2,8,3.65,4,0,0,2,1,1,1,0.46,0,0,0,1,0,0,Matches,Napoli,Serie-A
1641,Rafa Marín,es ESP,DF,23-006,1.6,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Napoli,Serie-A
1642,Simone Scuffet,it ITA,GK,28-359,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Napoli,Serie-A
1643,Noah Okafor,ch SUI,"FW,MF",25-001,0.4,4,9.0,3,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Napoli,Serie-A
1644,Michael Folorunsho,it ITA,"FW,MF",27-107,0.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Napoli,Serie-A
1645,Walid Cheddira,ma MAR,FW,27-123,0.1,1,7.5,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Napoli,Serie-A
1646,Alessio Zerbin,it ITA,"FW,DF",26-083,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Napoli,Serie-A
1647,Zion Suzuki,jp JPN,GK,22-277,35.8,9,0.25,8,1,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches,Parma,Serie-A
1648,Simon Sohm,ch SUI,MF,24-044,32.4,76,2.35,64,2,4,1,3,2,3,0.09,3,0,0,0,0,0,Matches,Parma,Serie-A
1649,Emanuele Valeri,it ITA,DF,26-169,31.4,74,2.36,47,10,2,4,5,6,10,0.32,8,0,1,1,0,0,Matches,Parma,Serie-A
1650,Enrico Del Prato,it ITA,DF,25-196,31.7,30,0.95,27,2,0,0,0,1,1,0.03,0,0,0,0,0,1,Matches,Parma,Serie-A
1651,Ange-Yoan Bonny,fr FRA,FW,21-212,27.1,61,2.25,40,1,10,6,4,0,7,0.26,3,0,2,1,1,0,Matches,Parma,Serie-A
1652,Dennis Man,ro ROU,"FW,MF",26-272,22.2,80,3.61,62,8,5,3,1,1,7,0.32,5,1,0,1,0,0,Matches,Parma,Serie-A
1653,Mandela Keita,be BEL,MF,23-015,20.2,33,1.63,28,0,3,0,2,0,4,0.2,3,0,1,0,0,0,Matches,Parma,Serie-A
1654,Botond Balogh,hu HUN,DF,22-353,21.8,8,0.37,7,0,0,0,0,1,2,0.09,2,0,0,0,0,0,Matches,Parma,Serie-A
1655,Matteo Cancellieri,it ITA,"FW,MF",23-102,15.8,27,1.71,15,2,4,1,5,0,3,0.19,1,0,2,0,0,0,Matches,Parma,Serie-A
1656,Adrian Bernabe,es ESP,MF,23-364,15.2,53,3.48,42,6,1,1,3,0,3,0.2,3,0,0,0,0,0,Matches,Parma,Serie-A
1657,Lautaro Valenti,ar ARG,DF,26-131,16.3,11,0.68,8,1,0,0,0,2,0,0.0,0,0,0,0,0,0,Matches,Parma,Serie-A
1658,Valentin Mihaila,ro ROU,"FW,MF",25-112,14.3,48,3.36,34,5,3,3,3,0,5,0.35,3,2,0,0,0,0,Matches,Parma,Serie-A
1659,Hernani,br BRA,MF,31-059,14.2,41,2.88,31,8,0,0,2,0,5,0.35,2,2,0,0,1,0,Matches,Parma,Serie-A
1660,Giovanni Leoni,it ITA,DF,18-155,13.3,3,0.23,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Parma,Serie-A
1661,Woyo Coulibaly,fr FRA,DF,26-005,12.0,19,1.58,17,0,1,0,1,0,3,0.25,1,0,1,0,1,0,Matches,Parma,Serie-A
1662,Antoine Hainaut,fr FRA,"DF,MF",23-096,12.9,17,1.32,13,0,2,1,1,0,2,0.16,2,0,0,0,0,0,Matches,Parma,Serie-A
1663,Pontus Almqvist,se SWE,"FW,MF",25-319,12.4,26,2.1,15,0,5,3,3,0,2,0.16,2,0,0,0,0,0,Matches,Parma,Serie-A
1664,Alessandro Vogliacco,it ITA,DF,26-253,8.6,5,0.58,4,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches,Parma,Serie-A
1665,Mateo Pellegrino,ar ARG,FW,24-085,7.2,12,1.67,7,0,2,2,1,0,2,0.28,2,0,0,0,0,0,Matches,Parma,Serie-A
1666,Nahuel Estévez,ar ARG,MF,29-192,7.2,12,1.68,7,4,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches,Parma,Serie-A
1667,Alessandro Circati,au AUS,DF,21-227,5.0,2,0.4,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Parma,Serie-A
1668,Mohamed Haj,tn TUN,MF,20-060,5.0,20,3.96,16,1,1,1,1,0,2,0.4,1,0,0,1,0,0,Matches,Parma,Serie-A
1669,Jacob Ondrejka,se SWE,"MF,FW",22-265,4.2,13,3.1,5,5,1,1,1,0,1,0.24,0,1,0,0,0,0,Matches,Parma,Serie-A
1670,Milan Đurić,ba BIH,FW,35-003,3.0,5,1.68,1,0,1,1,2,0,1,0.34,0,0,0,1,0,0,Matches,Parma,Serie-A
1671,Adrian Benedyczak,pl POL,"FW,MF",24-182,2.4,3,1.26,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Parma,Serie-A
1672,Yordan Osorio,ve VEN,DF,31-015,1.9,1,0.52,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Parma,Serie-A
1673,Drissa Camara,ci CIV,"MF,FW",23-096,5.0,15,3.01,8,2,1,2,2,0,2,0.4,0,0,0,1,1,0,Matches,Parma,Serie-A
1674,Leandro Chichizola,ar ARG,GK,35-059,1.0,2,2.0,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Parma,Serie-A
1675,Mateusz Kowalski,pl POL,MF,19-308,0.6,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Parma,Serie-A
1676,Gabriel Charpentier,cg CGO,FW,26-008,3.0,11,3.64,8,0,0,0,2,1,3,0.99,2,0,0,0,1,0,Matches,Parma,Serie-A
1677,Mathias Løvik,no NOR,"DF,FW",21-170,1.0,1,0.98,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches,Parma,Serie-A
1678,Wylan Cyprien,fr FRA,MF,30-117,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Parma,Serie-A
1679,Obite N'Dicka,ci CIV,DF,24.0,37.0,33,0.89,30,0,0,3,0,0,3,0.08,1,0,0,2,0,0,Matches,Roma,Serie-A
1680,Mile Svilar,rs SRB,GK,24.0,37.0,5,0.14,4,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Roma,Serie-A
1681,Angeliño,es ESP,DF,27.0,34.3,86,2.51,65,14,2,1,4,0,7,0.2,6,0,0,0,1,0,Matches,Roma,Serie-A
1682,Gianluca Mancini,it ITA,DF,28.0,33.9,41,1.21,35,0,0,4,1,1,2,0.06,2,0,0,0,0,0,Matches,Roma,Serie-A
1683,Manu Koné,fr FRA,MF,23.0,27.6,63,2.28,43,1,5,5,6,3,6,0.22,3,0,1,0,1,1,Matches,Roma,Serie-A
1684,Artem Dovbyk,ua UKR,FW,27.0,26.9,52,1.94,43,0,4,4,1,0,6,0.22,3,0,2,1,0,0,Matches,Roma,Serie-A
1685,Zeki Çelik,tr TUR,DF,27.0,24.1,34,1.41,31,1,1,1,0,0,3,0.12,3,0,0,0,0,0,Matches,Roma,Serie-A
1686,Bryan Cristante,it ITA,MF,29.0,21.7,46,2.12,41,0,0,4,1,0,4,0.18,4,0,0,0,0,0,Matches,Roma,Serie-A
1687,Matìas Soulé,ar ARG,"MF,DF",21.0,18.8,86,4.57,59,17,3,5,2,0,7,0.37,4,1,0,1,1,0,Matches,Roma,Serie-A
1688,Lorenzo Pellegrini,it ITA,MF,28.0,18.1,60,3.32,33,14,2,8,2,1,5,0.28,2,0,0,3,0,0,Matches,Roma,Serie-A
1689,Paulo Dybala,ar ARG,"FW,MF",30.0,15.7,84,5.34,47,19,1,6,11,0,8,0.51,5,1,0,0,2,0,Matches,Roma,Serie-A
1690,Alexis Saelemaekers,be BEL,"DF,FW",25.0,14.4,52,3.61,41,2,3,3,3,0,9,0.62,5,0,1,2,1,0,Matches,Roma,Serie-A
1691,Leandro Paredes,ar ARG,MF,30.0,14.3,47,3.29,32,9,1,3,0,2,2,0.14,1,1,0,0,0,0,Matches,Roma,Serie-A
1692,Stephan El Shaarawy,it ITA,"DF,MF",31.0,12.0,47,3.92,37,1,2,4,3,0,9,0.75,7,0,0,1,1,0,Matches,Roma,Serie-A
1693,Niccolò Pisilli,it ITA,MF,19.0,13.6,35,2.57,27,0,1,3,3,1,5,0.37,4,0,0,1,0,0,Matches,Roma,Serie-A
1694,Mats Hummels,de GER,DF,35.0,10.2,8,0.79,6,0,1,0,1,0,1,0.1,1,0,0,0,0,0,Matches,Roma,Serie-A
1695,Eldor Shomurodov,uz UZB,"FW,MF",29.0,11.4,29,2.54,24,0,0,4,0,1,7,0.61,7,0,0,0,0,0,Matches,Roma,Serie-A
1696,Tommaso Baldanzi,it ITA,"MF,FW",21.0,9.2,36,3.89,23,0,6,4,2,1,4,0.43,3,0,0,0,0,1,Matches,Roma,Serie-A
